Name,Description,Type,Photograph,With Stylized Photography,On Website,PD PO Link,Date Created,Design Approval Status,Design Approval Date,Date Sent to Photography,Anticipated Launch Date,PD Pricing Complete,Photo Notes,Notes for Copy,Preferred Vendor,Earliest PO/WO Date,Product Roadmap Planned Launch,eCommerce Notes,Launch Notes,Date Photo Completed,Inventory Available,How Produced,Center Stones Available
BE5D888-18KW,CYO leaf accented chain bracelet,Inventory Item,With Retoucher,No,Not on website,Purchase Order #762211,9/23/2021 9:44,Finished Item Approved,3/10/2022,,Web Logic,No,,,Guild and Facet,,3/21/2022,,,,1,"CYO STYLE  ORDERED AND FULLY ASSEMBLED WITH GUILD AND FACET, WITH A 5 DAY CYO TURNAROUND  SET WITH (4) qty 3x1.5mm MQ diamonds","Asscher,Cushion,Emerald,Heart,Marquise,Oval,Pear,Princess,Radiant,Round"
BE5D888-18KY,CYO leaf accented chain bracelet,Inventory Item,With Retoucher,No,Not on website,Purchase Order #762211,9/23/2021 9:44,Finished Item Approved,3/10/2022,,Web Logic,No,,,Guild and Facet,,3/21/2022,,,,1,"CYO STYLE  ORDERED AND FULLY ASSEMBLED WITH GUILD AND FACET, WITH A 5 DAY CYO TURNAROUND  SET WITH (4) qty 3x1.5mm MQ diamonds","Asscher,Cushion,Emerald,Heart,Marquise,Oval,Pear,Princess,Radiant,Round"
BE7D101-14KY,Five Diamond Bezel Anklet,Inventory Item,With Retoucher,No,Not on website,Purchase Order #839826,1/19/2022 11:33,Finished Item Approved,7/8/2022,7/15/2022,8/5/2022,Yes,,,SDC Designs,8/29/2022,6/13/2022,,,,1,"ORDERED AND FULLY ASSEMBLED WITH SDC  SET WITH qty (5) 3.0mm RD diamonds .10ct each, F-G color, SI clarity eye clean - 0.50 ctw  Similar to BE5D501 but with different stone spacing and length expansion to make it an anklet  -5 bezel set diamonds installed on a w/g cable chain same style as (BE5D301)  -Anklet to Have 3 Loops to Allow the Lobster Claw Clasp to Attach to. Each loop should be placed at 9"", 9.5"" and 10""  -Gems to be evenly spaced between 0"" and 9.5"". Meaning that the 3rd gem is centered the 4.75"" mark with 1.9"" between the centers of each stone.  (see sketch for exact measurements)  -Gem Size to Be Same as (BE5D301)   - Metal Stamp to be located on connector to lobster (Sketch 2)  https://www.brilliantearth.com/Five-Diamond-Bezel-Bracelet-(1/2-ct.-tw.)-White-Gold-BE5D501/",
BE7DCH21-14KY,FJ - Cancer  Charm,Assembly/Bill of Materials,With Retoucher,No,Not on website,Purchase Order #787728,11/2/2021 11:40,Finished Item Approved,2/16/2022,2/17/2022,7/29/2022,Yes,tentative stock 5/11 po 892891,,Incon Gem Designs,5/29/2022,,HC 7/25: Finding SKU was sent to Paul on 2/17/22,ED 7/18: just flipped to us today. Search does not pull items with Category: Finished Jewelry unless the photo status is flipped,,2,charm + connector  ordered and fully assembled with incon  set with (1) 1mm RD Dia f/g si,
BE7DCH23-14KY,FJ - leo  Charm,Assembly/Bill of Materials,With Retoucher,No,Not on website,Purchase Order #793641,11/10/2021 13:27,Finished Item Approved,6/22/2022,6/23/2022,7/29/2022,Yes,new tentative stock po 958752 dd 8/22  tentative stock 8/12 po 953283,,Incon Gem Designs,6/23/2022,,HC 7/25: Finding SKU was sent to Paul on 6/23/22,ED 7/18: just flipped to us today. Search does not pull items with Category: Finished Jewelry unless the photo status is flipped,,2,charm + connector  ordered and fully assembled with incon  set with (1) 1mm RD Dia f/g si,
BE7DCH29-14KY,FJ - Libra Charm,Assembly/Bill of Materials,With Retoucher,No,Not on website,Purchase Order #787735,11/2/2021 11:43,Finished Item Approved,2/18/2022,2/24/2022,7/29/2022,Yes,tentative stock 5/11 po 892911,,Incon Gem Designs,5/14/2022,,HC 7/25: Finding SKU was sent to Paul on 2/24/22,ED 7/18: just flipped to us today. Search does not pull items with Category: Finished Jewelry unless the photo status is flipped,,2,charm + connector  ordered and fully assembled with incon  set with (1) qty 1 mm RD,
BE7DCH30-14KY,FJ - Gemini Charm,Assembly/Bill of Materials,With Retoucher,No,Not on website,Purchase Order #787719,11/2/2021 11:36,Finished Item Approved,4/19/2022,3/17/2022,7/29/2022,Yes,tentative stock 5/11 po 892956,,Incon Gem Designs,5/14/2022,,HC 7/25: Finding SKU was sent to Paul on 3/17/22,ED 7/18: just flipped to us today. Search does not pull items with Category: Finished Jewelry unless the photo status is flipped,,1,charm + connector  ordered and fully assembled with incon  set with (1) 1mm RD Dia f/g si,
BE7DCH31-14KY,FJ - Sagittarius Charm,Assembly/Bill of Materials,With Retoucher,No,Not on website,Purchase Order #787831,11/2/2021 12:40,Finished Item Approved,3/10/2022,3/17/2022,7/29/2022,Yes,,,Incon Gem Designs,,,HC 7/25: Finding SKU was sent to Paul on 3/17/22,ED 7/18: just flipped to us today. Search does not pull items with Category: Finished Jewelry unless the photo status is flipped,,,charm + connector  ordered and fully assembled with incon  set with (1) 1mm RD Dia f/g si,
BE7DCH34-14KW,FJ - Globe charm,Assembly/Bill of Materials,,No,Not on website,Purchase Order #820815,12/15/2021 8:23,Finished Item Approved,4/25/2022,,,No,,,Incon Gem Designs,,,,,,,"charm + connector  ordered and fully assembled with incon  Round flat disc with .8 rounded border, cut out of the oceans, 15 mm in diameter and 1.8 mm thick, - top loop to feature a 2 mm opening - metal mark to be located on bottom of the border at the 6 o'clock position",
BE7DCH34-14KY,FJ - Globe charm,Assembly/Bill of Materials,,No,Not on website,Purchase Order #820815,12/15/2021 8:23,Finished Item Approved,4/25/2022,,,No,,,Incon Gem Designs,,,,,,,"charm + connector  ordered and fully assembled with incon  Round flat disc with .8 rounded border, cut out of the oceans, 15 mm in diameter and 1.8 mm thick, - top loop to feature a 2 mm opening - metal mark to be located on bottom of the border at the 6 o'clock position",
BE7PCH35-14KY,FJ - Shell with Pearl charm,Assembly/Bill of Materials,With Retoucher,No,Not on website,Purchase Order #862591,2/21/2022 11:06,Finished Item Approved,6/22/2022,6/23/2022,7/29/2022,Yes,DD 8/27 po 961786,,Incon Gem Designs,,,HC 7/25: Finding SKU was sent to Paul on 6/23/22,ED 7/18: just flipped to us today. Search does not pull items with Category: Finished Jewelry unless the photo status is flipped,,,ORDERED AND ASSEMBLED WITH INCON WITH STOCK CHARM CONNECTOR FROM JASANI   SET WITH (1) qty 6mm half-drilled white pearl  -Same as BE4600 with inner pearl  -Half Drilled Pearl  post set -seashell with a grooved pattern on top  inner high polished surface  -loop with 2mm opening  https://www.brilliantearth.com/Seashell-Pendant-14K-Gold-BE4600/,
BE7TC10-14KY,14K Yellow Gold Viv Twist Anklet 10in,Inventory Item,With Retoucher,No,Not on website,Purchase Order #886210,3/28/2022 11:56,Finished Item Approved,7/19/2022,7/15/2022,8/5/2022,Yes,,,SDC Designs,9/10/2022,,,,,,Oreded and assembled with SDC  10in 150 gms,
